ogc_fid,lat,lon,rooms,bedrooms,bathrooms,surface_to,surface_co,price,pm2
2490,-34.609836,-58.395567,2,1,1,42,42,102000,2428.57142857143
2491,-34.616278,-58.408126,2,1,1,38,32,69900,2184.375
2492,-34.6102216376,-58.409753672,,1,1,36,36,72000,2000
2493,-34.6132205,-58.3996825,1,1,1,37,35,75000,2142.85714285714
2494,-34.6155080288,-58.4046051079,1,1,1,32,32,73900,2309.375
2495,-34.6272421,-58.4295917,2,1,1,39,36,127800,3550
2496,-34.6134948,-58.4415,1,1,1,42,42,128000,3047.61904761905
2497,-34.614849,-58.4605379,2,1,1,44,44,110000,2500
2498,-34.62729,-58.451428,2,1,1,42,42,86000,2047.61904761905
2499,-34.610739,-58.4433078,1,1,1,43,38,84900,2234.21052631579
2500,-34.6272421,-58.4295917,2,1,1,39,36,129000,3583.33333333333
2501,-34.60779,-58.44218,1,1,1,38,38,120000,3157.89473684211
2502,-34.5895280024,-58.4484219259,2,1,1,38,38,119000,3131.57894736842
2503,-34.5971287,-58.4475133,1,1,1,41,38,105000,2763.15789473684
2504,-34.5906558,-58.4487313,1,1,1,38,35,108000,3085.71428571429
2505,-34.6241404,-58.3904245,2,1,1,40,40,60500,1512.5
2506,-34.610098,-58.376153,2,1,1,42,42,69000,1642.85714285714
2507,-34.6211839,-58.3731163,2,1,1,55,55,180000,3272.72727272727
2508,-34.614401,-58.378906,2,1,1,49,49,175000,3571.42857142857
2509,-34.6211839,-58.3731163,1,1,1,50,50,149000,2980
2510,-34.6236594,-58.3785408,1,1,1,32,30,75000,2500
2511,-34.6211839,-58.3731163,2,1,1,26,26,64800,2492.30769230769
2512,-34.57055,-58.446207,2,1,1,53,48,159000,3312.5
2513,-34.579544,-58.45341,1,1,1,50,46,159000,3456.52173913043
2514,-34.5849804,-58.4542085,2,1,1,60,37,97000,2621.62162162162
2515,-34.579544,-58.45341,1,1,1,50,46,164000,3565.21739130435
2516,-34.579544,-58.45341,1,1,1,50,46,163000,3543.47826086957
2517,-34.5802708,-58.4521742,2,1,2,57,55,190000,3454.54545454545
2518,-34.5849804,-58.4542085,2,1,,40,40,87000,2175
2519,-34.671168,-58.5755065,2,1,,40,40,65000,1625
2520,-34.6410563164,-58.5521040638,2,1,1,48,48,85000,1770.83333333333
2521,-34.671168,-58.5755065,2,1,,40,40,62000,1550
2522,-34.6391033827,-58.5585177693,2,1,1,50,46,92000,2000
2523,-34.671168,-58.5755065,2,1,,42,38,79000,2078.94736842105
2524,-34.671168,-58.5755065,2,1,,50,35,79000,2257.14285714286
2525,-34.6587286,-58.5432125,2,1,1,63,42,118000,2809.52380952381
2526,-34.671168,-58.5755065,2,1,,43,39,76000,1948.71794871795
2527,-34.4697584,-58.5119456,2,1,1,87,78,235000,3012.82051282051
2528,-34.4681383,-58.5206402,2,1,1,60,60,195000,3250
2529,-34.5455353,-58.7043013,2,1,1,54,50,110000,2200
2530,-34.5967624,-58.421589,2,1,1,50,44,180000,4090.90909090909
2531,-34.5967624,-58.421589,2,1,1,60,50,310000,6200
2532,-34.5967624,-58.421589,2,1,1,50,44,177000,4022.72727272727
2533,-34.5879949697,-58.4143472233,2,1,1,50,50,165000,3300
2534,-34.5699834561,-58.433767944,2,1,3,162,74,360000,4864.86486486487
2535,-34.4418322,-58.5545419,2,1,1,35,33,95000,2878.78787878788
2536,-34.4430618,-58.5579643,2,1,1,35,35,87000,2485.71428571429
2537,-34.4469027,-58.5474592,2,1,1,44,44,90000,2045.45454545455
2538,-34.6053229,-58.3865034,2,1,1,49,46,110000,2391.30434782609
2539,-34.6036612,-58.4407171,1,1,1,43,38,135000,3552.63157894737
2540,-34.6012724,-58.4426055,2,1,1,46,46,110000,2391.30434782609
2541,-34.5972556,-58.4454984,2,1,1,39,36,105948,2943
2542,-34.5971287,-58.4475133,1,1,1,41,38,105000,2763.15789473684
2543,-34.5904992,-58.4389061,2,1,2,100,70,165000,2357.14285714286
2544,-34.5905172263,-58.4473705,2,1,1,38,38,119000,3131.57894736842
2545,-34.6043868,-58.4517894,2,1,1,42,42,100000,2380.95238095238
2546,-34.59468,-58.4368,2,1,1,42,42,119000,2833.33333333333
2547,-34.5972556,-58.4454984,2,1,1,38,35,99573,2844.94285714286
2548,-34.605393,-58.4510083,2,1,1,47,44,125000,2840.90909090909
2549,-34.5934642,-58.4421207,2,1,1,48,46,164000,3565.21739130435
2550,-34.6036612,-58.4407171,1,1,1,43,38,135000,3552.63157894737
2551,-34.6040284,-58.4556458,1,1,1,45,43,110000,2558.13953488372
2552,-34.598243,-58.44924,2,1,2,64,64,148300,2317.1875
2553,-34.5972556,-58.4454984,2,1,1,39,36,106948,2970.77777777778
2554,-34.598243,-58.44924,2,1,2,64,64,145000,2265.625
2555,-34.6014134,-58.4540989,2,1,1,54,42,115000,2738.09523809524
2556,-34.5989562345,-58.4438626372,2,1,1,53,48,125000,2604.16666666667
2557,-34.6098446,-58.3662387,1,1,2,87,87,515000,5919.54022988506
2558,-34.6197212862,-58.36193663,2,1,2,78,68,475000,6985.29411764706
2559,-34.609267,-58.366484,1,1,1,98,98,565000,5765.30612244898
2560,-34.570884,-58.4886936,2,1,2,53,45,225000,5000
2561,-34.5800464,-58.4913658,2,1,1,50,46,139000,3021.73913043478
2562,-34.5795765852,-58.483329182,2,1,1,53,46,220000,4782.60869565217
2563,-34.578384,-58.488335,2,1,1,60,52,149000,2865.38461538462
2564,-34.5793462,-58.478857,2,1,1,40,40,140000,3500
2565,-34.5076767,-58.4776136,2,1,1,70,62,299000,4822.58064516129
2566,-34.5037829,-58.4798556,1,1,1,30,30,89000,2966.66666666667
2567,-34.754183,-58.401254,2,1,1,58,56,89000,1589.28571428571
2568,-34.601117,-58.542917,2,1,1,30,28,48200,1721.42857142857
2569,-34.6011884233,-58.5382317974,2,1,1,41,35,74000,2114.28571428571
2570,-34.601441,-58.532148,2,1,1,47,47,117000,2489.36170212766
2571,-34.6065029,-58.5924021,2,1,1,51,51,115000,2254.90196078431
2572,-34.6065029,-58.5924021,2,1,1,51,51,115000,2254.90196078431
2573,-34.601117,-58.542917,2,1,1,48,44,78100,1775
2574,-34.789759,-58.260902,2,1,1,61,43,136800,3181.39534883721
2575,-34.789759,-58.260902,2,1,1,61,43,102200,2376.74418604651
2576,-34.6162116,-58.479504,2,1,1,67,48,150000,3125
2577,-34.6160703267,-58.480684172,2,1,1,67,48,150000,3125
2578,-34.610186,-58.479314,2,1,1,48,46,133900,2910.86956521739
2579,-34.6057934,-58.4886936,2,1,1,45,43,112000,2604.6511627907
2580,-34.6143750289,-58.4802121032,2,1,1,67,48,150000,3125
2581,-34.603770167,-58.4932179167,2,1,1,54,48,156890,3268.54166666667
2582,-34.602742,-58.493622,2,1,,59,44,145000,3295.45454545455
2583,-34.6126113,-58.4806568,2,1,1,34,34,76900,2261.76470588235
2584,-34.6057934,-58.4886936,2,1,1,45,43,112000,2604.6511627907
2585,-34.603770167,-58.4932179167,2,1,1,56,50,164198,3283.96
2586,-34.6052056,-58.5016966,2,1,1,42,42,99000,2357.14285714286
2587,-34.60896,-58.43469,2,1,1,45,43,115000,2674.41860465116
2588,-34.6053726,-58.4276083,2,1,1,56,50,143000,2860
2589,-34.6038714,-58.4318939,2,1,1,48,48,99000,2062.5
2590,-34.5968687209,-58.4470577271,1,1,1,41,38,105000,2763.15789473684
2591,-34.5904767398,-58.4958269248,2,1,1,48,45,128000,2844.44444444444
2592,-34.5759506,-58.5372696,2,1,1,47,47,72000,1531.91489361702
2593,-34.6162822365,-58.4784096587,2,1,1,67,48,150000,3125
2594,-34.610909,-58.4016475,3,2,1,50,50,84500,1690
2595,-34.6016161,-58.397163,3,2,1,61,59,143000,2423.72881355932
2596,-34.4280363506,-58.8348806391,3,2,2,241,70,210000,3000
2597,-34.4110802,-58.849152,3,2,2,175,74,235000,3175.67567567568
2598,-34.4519190827,-58.6293388061,3,2,2,91,78,214086,2744.69230769231
2599,-34.4239621,-58.5771148,3,2,2,68,68,220000,3235.29411764706
2600,-34.4519190827,-58.6293388061,3,2,2,114,78,252065,3231.60256410256
2601,-34.4026444,-58.6544622,3,2,2,81,70,275000,3928.57142857143
2602,-34.4320169,-58.5873672,3,2,2,67,63,166000,2634.92063492063
2603,-34.3917023312,-58.6461938075,3,2,3,119,96,45000,468.75
2604,-34.4219328,-58.57947,3,2,2,67,60,220000,3666.66666666667
2605,-34.4032718,-58.6540596,3,2,2,81,70,275000,3928.57142857143
2606,-34.4204092,-58.6642047,3,2,3,190,100,590000,5900
2607,-34.4131409,-58.5857696,3,2,2,82,71,185000,2605.6338028169
2608,-34.4026444,-58.6544622,3,2,2,81,70,290000,4142.85714285714
2609,-34.4131778878,-58.6528564147,3,2,2,92,77,350000,4545.45454545455
2610,-34.4519190827,-58.6293388061,3,2,2,114,78,252065,3231.60256410256
2611,-34.42339,-58.659591,3,2,2,118,75,209000,2786.66666666667
2612,-34.4001535,-58.6497939,3,2,2,70,70,280000,4000
2613,-34.6038897,-58.4109982,3,2,2,70,67,259000,3865.67164179104
2614,-34.6038897,-58.4109982,3,2,1,60,51,137000,2686.27450980392
2615,-34.6023796631,-58.4129079114,3,2,2,60,56,164600,2939.28571428571
2616,-34.6164388,-58.4777115,3,2,2,81,73,125000,1712.32876712329
2617,-34.6326795,-58.466863,3,2,2,55,52,147500,2836.53846153846
2618,-34.646929,-58.594701,3,2,1,80,76,99000,1302.63157894737
2619,-34.547883,-58.4661306,3,2,1,64,58,210000,3620.68965517241
2620,-34.6098408,-58.420523,3,2,1,55,55,123000,2236.36363636364
2621,-34.6081775,-58.3942158,3,2,2,76,76,199500,2625
2622,-34.6007308,-58.4300086,3,2,2,71,65,202375,3113.46153846154
2623,-34.606022,-58.4298855,3,2,2,96,89,195000,2191.01123595506
2624,-34.6100009,-58.4214258,3,2,1,110,110,160000,1454.54545454545
2625,-34.6005461,-58.4139754,3,2,1,72,72,150000,2083.33333333333
2626,-34.6010093,-58.4254843,3,2,2,68,60,232000,3866.66666666667
2627,-34.6033217,-58.4193994,3,2,1,160,80,230000,2875
2628,-34.6010093,-58.4254843,3,2,2,68,60,232000,3866.66666666667
2629,-34.6038421,-58.4273691,3,2,1,52,46,118000,2565.21739130435
2630,-34.6040781,-58.4305211,3,2,1,64,64,160000,2500
2631,-34.606022,-58.4298855,3,2,2,96,89,195000,2191.01123595506
2632,-34.600353,-58.430495,3,2,1,51,51,135000,2647.05882352941
2633,-34.5991237,-58.4121976,3,2,2,64,60,149000,2483.33333333333
2634,-34.6020978,-58.4299968,3,2,1,100,100,180000,1800
2635,-34.6093725258,-58.422995846,3,2,1,79,76,195000,2565.78947368421
2636,-34.6046843,-58.4222781,3,2,1,52,52,124000,2384.61538461538
2637,-34.602916,-58.4303398,3,2,2,152,92,248000,2695.65217391304
2638,-34.6123368,-58.4151741,3,2,2,70,66,178000,2696.9696969697
2639,-34.6182837,-58.4196374,3,2,1,98,55,250000,4545.45454545455
2640,-34.6010093,-58.4254843,3,2,2,68,60,232000,3866.66666666667
2641,-34.605881,-58.425053,3,2,1,49,46,128000,2782.60869565217
2642,-34.6058693,-58.4258611,3,2,1,50,50,140000,2800
2643,-34.6033217,-58.4193994,3,2,1,160,80,230000,2875
2644,-34.5609681,-58.4758459,3,2,2,164,140,290000,2071.42857142857
2645,-34.561185,-58.4682081,3,2,2,70,70,215000,3071.42857142857
2646,-34.647049,-58.524506,3,2,1,71,64,145000,2265.625
2647,-34.579051,-58.432808,3,2,1,83,75,470000,6266.66666666667
2648,-34.591858,-58.416706,3,2,2,77,77,320000,4155.84415584416
2649,-34.5851301,-58.4054521,3,2,1,77,77,220000,2857.14285714286
2650,-34.5937624898,-58.4006587559,3,2,1,105,95,269000,2831.57894736842
2651,-34.581815,-58.411401,3,2,2,80,80,220000,2750
2652,-34.582386401,-58.4319733778,3,2,2,78,73,520000,7123.28767123288
2653,-34.5892282,-58.4224383,3,2,1,88,66,264000,4000
2654,-34.5794759,-58.4387444,3,2,1,70,63,250000,3968.25396825397
2655,-34.59137,-58.42222,3,2,1,56,52,165000,3173.07692307692
2656,-34.5824394,-58.4328746,3,2,2,77,70,550000,7857.14285714286
2657,-34.5816301,-58.4127108,4,2,2,181,109,680000,6238.53211009174
2658,-34.5731916,-58.4223039,3,2,2,110,110,500000,4545.45454545455
2659,-34.59137,-58.42222,3,2,1,56,52,165000,3173.07692307692
2660,-34.5806225,-58.41111,3,2,1,73,57,300000,5263.15789473684
2661,-34.5766431,-58.4136319,3,2,2,67,67,310000,4626.86567164179
2662,-34.5946538,-58.4143368,3,2,2,90,90,233000,2588.88888888889
2663,-34.589467,-58.423023,3,2,2,70,70,229500,3278.57142857143
2664,-34.5806225,-58.41111,3,2,1,73,57,300000,5263.15789473684
2665,-34.598362,-58.415341,3,2,1,83,80,240000,3000
2666,-34.7251977,-58.264605,3,2,1,83,71,160000,2253.52112676056
2667,-34.734138,-58.2665997,3,2,2,82,68,170000,2500
2668,-34.7251977,-58.264605,3,2,1,83,71,160000,2253.52112676056
2669,-34.7217983,-58.2574549,3,2,2,80,69,170000,2463.76811594203
2670,-34.636256,-58.3748963,3,2,1,70,63,270000,4285.71428571429
2671,-34.567333,-58.4606689,3,2,2,107,107,590000,5514.01869158879
2672,-34.5540769,-58.4367318,3,2,2,121,110,575000,5227.27272727273
2673,-34.5666446,-58.4596681,3,2,2,64,62,220000,3548.38709677419
2674,-34.5555361,-58.4385065,3,2,1,57,57,200000,3508.77192982456
2675,-34.561185,-58.4682081,3,2,2,70,70,215000,3071.42857142857
2676,-34.6059698,-58.3954188,3,2,1,55,54,140000,2592.59259259259
2677,-34.6045764,-58.4000429,3,2,2,84,77,170000,2207.79220779221
2678,-34.6045764,-58.4000429,3,2,2,84,77,170000,2207.79220779221
2679,-34.6289235,-58.4959434,3,2,2,75,74,129000,1743.24324324324
2680,-34.63568,-58.492305,3,2,1,80,64,129000,2015.625
2687,-34.607614,-58.469337,3,2,1,66,56,155000,2767.85714285714
2688,-34.58656,-58.396907,3,2,1,111,89,367000,4123.59550561798
2689,-34.5937323553,-58.4007324545,3,2,1,105,95,269000,2831.57894736842
2690,-34.593164,-58.399929,3,2,1,55,48,143000,2979.16666666667
2691,-34.5926397,-58.3950119,3,2,2,80,75,280000,3733.33333333333
2692,-34.5934357,-58.3956831,3,2,1,69,69,240000,3478.26086956522
2693,-34.5948074911,-58.389700918,5,2,3,152,147,540000,3673.4693877551
2694,-34.593769,-58.4007467,3,2,2,77,72,245000,3402.77777777778
2695,-34.554242,-58.4915489,3,2,2,95,87,230000,2643.67816091954
2696,-34.554242,-58.4915489,3,2,2,95,87,230000,2643.67816091954
2697,-34.554242,-58.4915489,3,2,2,95,87,230000,2643.67816091954
2698,-34.6101223,-58.4059406,3,2,2,70,67,259000,3865.67164179104
2699,-34.6045764,-58.4000429,3,2,2,84,77,170000,2207.79220779221
2700,-34.6101223,-58.4059406,3,2,2,70,67,259000,3865.67164179104
2701,-34.60605,-58.396728,3,2,1,81,70,157000,2242.85714285714
2702,-34.6045764,-58.4000429,3,2,2,84,77,170000,2207.79220779221
2703,-34.6045764,-58.4000429,3,2,2,84,77,170000,2207.79220779221
2704,-34.6246693,-58.4367123,4,2,2,93,86,280000,3255.81395348837
2705,-34.6037623146,-58.4272912559,3,2,1,52,46,118000,2565.21739130435
2706,-34.6150535,-58.4597653,3,2,2,76,76,250000,3289.47368421053
2707,-34.6077564,-58.4449345,3,2,1,66,56,158500,2830.35714285714
2708,-34.6087031,-58.4261862,3,2,1,57,53,165000,3113.20754716981
2709,-34.6077564,-58.4449345,3,2,1,66,56,158250,2825.89285714286
2710,-34.603694873,-58.4349003203,3,2,2,95,87,209000,2402.29885057471
2711,-34.6097433975,-58.422931473,3,2,1,79,76,195000,2565.78947368421
2712,-34.6087031,-58.4261862,3,2,1,57,53,175000,3301.88679245283
2713,-34.619813,-58.431822,3,2,1,91,75,217500,2900
2714,-34.6087031,-58.4261862,3,2,1,57,53,189000,3566.03773584906
2715,-34.6162438,-58.4638642,3,2,1,70,61,177600,2911.47540983607
2716,-34.6213234,-58.4420794,3,2,1,69,69,180000,2608.69565217391
2717,-34.621396,-58.428165,3,2,1,81,81,205000,2530.86419753086
2718,-34.5900555,-58.4493062,3,2,2,75,64,249000,3890.625
2719,-34.616142,-58.373043,3,2,1,53,53,105000,1981.1320754717
2720,-34.6188786,-58.3743962,3,2,1,43,43,89000,2069.76744186047
2721,-34.626913,-58.372447,3,2,2,64,58,230000,3965.51724137931
2722,-34.6290461,-58.3706957,3,2,1,86,64,200000,3125
2723,-34.616142,-58.373043,3,2,1,53,53,105000,1981.1320754717
2724,-34.6344699,-58.524081,3,2,1,53,53,125000,2358.49056603774
2725,-34.703776,-58.34527,3,2,1,46,42,38000,904.761904761905
2726,-34.579544,-58.45341,3,2,3,82,77,239000,3103.8961038961
2727,-34.5677571,-58.4553959,3,2,2,140,80,279500,3493.75
2728,-34.698348,-58.494101,3,2,1,82,72,75000,1041.66666666667
2729,-34.671168,-58.5755065,3,2,,114,82,174000,2121.9512195122
2730,-34.671168,-58.5755065,3,2,,104,74,155000,2094.59459459459
2731,-34.4828087,-58.588355,3,2,2,110,95,340000,3578.94736842105
2732,-34.4901689,-58.5199963,3,2,1,102,82,410000,5000
2733,-34.5496650721,-58.6969660755,3,2,1,55,55,130000,2363.63636363636
2734,-34.585412,-58.4058964,3,2,1,55,55,225000,4090.90909090909
2735,-34.5889142877,-58.4033564396,3,2,2,78,70,245000,3500
2736,-34.5951989,-58.4165194,3,2,3,92,78,370000,4743.58974358974
2737,-34.5936440356,-58.4006895392,3,2,1,105,95,269000,2831.57894736842
2738,-34.5976964951,-58.4147214455,3,2,1,78,75,215000,2866.66666666667
2739,-34.5895616,-58.3992136,3,2,3,104,95,310000,3263.15789473684
2740,-34.5905277,-58.4198356,3,2,2,82,65,345000,5307.69230769231
2741,-34.5680453,-58.4360576,3,2,3,96,87,390000,4482.75862068965
2742,-34.62587,-58.506758,3,2,1,57,57,88000,1543.85964912281
2743,-34.609127,-58.389488,3,2,1,49,49,110000,2244.89795918367
2744,-34.5991433,-58.3782185,3,2,1,72,63,166000,2634.92063492063
2745,-34.6010457,-58.434399,3,2,2,94,70,239000,3414.28571428571
2746,-34.6010457,-58.434399,3,2,2,94,70,239000,3414.28571428571
2747,-34.6034895513,-58.427376857,3,2,1,52,46,118000,2565.21739130435
2748,-34.5931282,-58.4424065,3,2,1,51,51,104000,2039.21568627451
2749,-34.6038145208,-58.4347896604,3,2,1,90,81,275000,3395.06172839506
2750,-34.5964,-58.44231,3,2,1,68,60,170000,2833.33333333333
2751,-34.5983805,-58.4442365,3,2,1,73,70,209000,2985.71428571429
2752,-34.609105,-58.502837,3,2,2,78,73,163000,2232.87671232877
2753,-34.6113848,-58.5060963,3,2,1,57,57,114000,2000
2754,-34.61436,-58.526071,3,2,1,93,47,145000,3085.10638297872
2755,-34.677164,-58.490193,3,2,1,50,44,39500,897.727272727273
2756,-34.6105801,-58.3603773,3,2,2,186,186,1100000,5913.97849462366
2757,-34.6105801,-58.3603773,3,2,2,188,188,1100000,5851.06382978723
2758,-34.6105801,-58.3603773,3,2,2,156,156,1050000,6730.76923076923
2759,-34.6105801,-58.3603773,3,2,2,160,160,1100000,6875
2760,-34.6104972,-58.3602957,3,2,2,192,192,1250000,6510.41666666667
2761,-34.6189,-58.398908,3,2,1,55,53,104000,1962.2641509434
2762,-34.6242477,-58.4040503,3,2,2,65,65,240000,3692.30769230769
2763,-34.581021,-58.4634305,3,2,1,50,50,120000,2400
2764,-34.664819,-58.443265,3,2,1,49,43,37500,872.093023255814
2765,-34.5694162,-58.4870628,3,2,2,68,62,216000,3483.87096774194
2766,-34.5822353,-58.472744,3,2,1,73,65,199000,3061.53846153846
2767,-34.503223,-58.495085,3,2,1,55,51,199000,3901.96078431373
2768,-34.5196871,-58.4854842,3,2,,93,84,292930,3487.2619047619
2769,-34.595691,-58.548479,3,2,1,40,37,84900,2294.59459459459
2770,-34.5961508,-58.5649809,3,2,,112,50,155000,3100
2771,-34.789759,-58.260902,3,2,1,87,64,135900,2123.4375
2772,-34.789759,-58.260902,3,2,1,87,64,164682,2573.15625
2773,-34.789759,-58.260902,3,2,1,87,64,164682,2573.15625
2774,-34.6349937,-58.3905782,3,2,1,85,78,160000,2051.28205128205
2775,-34.6022445,-58.4945781,3,2,1,58,53,165000,3113.20754716981
2776,-34.6128276,-58.4784206,3,2,1,59,54,159000,2944.44444444444
2777,-34.6089671702,-58.423110965,3,2,1,79,76,195000,2565.78947368421
2778,-34.6087031,-58.4261862,3,2,1,57,53,165000,3113.20754716981
2779,-34.6087031,-58.4261862,3,2,1,57,53,189000,3566.03773584906
2780,-34.6087031,-58.4261862,3,2,1,57,53,175000,3301.88679245283
2781,-34.6038145208,-58.4347896604,3,2,1,90,81,275000,3395.06172839506
2782,-34.5807783,-58.5058262,3,2,2,65,65,250000,3846.15384615385
2783,-34.6021644,-58.3750298,3,2,2,80,80,152000,1900
2784,-34.6191272578,-58.3743190693,3,2,1,43,43,89000,2069.76744186047
2785,-34.6062041,-58.3998396,4,3,1,114,110,185000,1681.81818181818
2786,-34.6007122,-58.4092282,4,3,2,87,87,169000,1942.52873563218
2787,-34.4251577988,-58.5935630715,4,3,2,91,83,185000,2228.9156626506
2788,-34.629309,-58.460051,4,3,2,185,114,224900,1972.80701754386
2789,-34.555864,-58.466373,4,3,2,94,94,237000,2521.27659574468
2790,-34.598662,-58.3715363,4,3,2,160,160,310000,1937.5
2791,-34.60721,-58.37074,4,3,2,103,97,220000,2268.0412371134
2792,-34.6008945,-58.4298376,4,3,2,101,101,250000,2475.24752475248
2793,-34.6022381,-58.4241344,4,3,2,118,108,265000,2453.7037037037
2794,-34.6010941,-58.4298434,4,3,3,102,94,287000,3053.1914893617
2795,-34.5979343,-58.4158336,4,3,2,99,95,230000,2421.05263157895
2796,-34.6082286,-58.4156843,4,3,2,124,124,220000,1774.1935483871
2797,-34.6022381,-58.4241344,4,3,2,118,108,265000,2453.7037037037
2798,-34.6025122816,-58.4284760769,4,3,3,135,127,318000,2503.93700787402
2799,-34.6041798,-58.4141688,4,3,2,95,85,285000,3352.94117647059
2800,-34.6022381,-58.4241344,4,3,2,119,109,265000,2431.19266055046
2801,-34.6117480894,-58.4244741393,4,3,2,130,130,180000,1384.61538461538
2802,-34.6020978,-58.4299968,4,3,1,100,100,180000,1800
2803,-34.6013644,-58.4301434,4,3,2,78,70,184000,2628.57142857143
2804,-34.6020978,-58.4299968,4,3,1,100,100,180000,1800
2805,-34.5609681,-58.4758459,4,3,3,164,140,480000,3428.57142857143
2806,-34.5609681,-58.4758459,4,3,3,164,140,490000,3500
2807,-34.5621966,-58.4731918,4,3,4,165,140,395000,2821.42857142857
2808,-34.593635,-58.4251683,4,3,2,79,79,160000,2025.3164556962
2809,-34.5830239287,-58.4119303406,4,3,2,94,91,300000,3296.7032967033
2810,-34.576122734,-58.4054950878,5,3,3,231,215,1300000,6046.51162790698
2811,-34.59681,-58.41575,4,3,2,103,97,250000,2577.31958762887
2812,-34.5881971,-58.4144732,4,3,3,273,107,369000,3448.59813084112
2813,-34.5778852,-58.4124761,4,3,4,264,244,880000,3606.55737704918
2814,-34.5807682,-58.4257345,4,3,1,102,95,279000,2936.84210526316
2815,-34.5828261,-58.4141196,4,3,3,133,122,398000,3262.29508196721
2816,-34.5766431,-58.4136319,5,3,4,195,177,897000,5067.79661016949
2817,-34.5897173544,-58.4061948353,7,3,2,198,191,549000,2874.34554973822
2818,-34.5817044448,-58.4126830555,5,3,3,255,234,1100000,4700.8547008547
2819,-34.587221,-58.4229793,4,3,2,100,100,570000,5700
2820,-34.5687448,-58.4326902,4,3,2,160,160,1100000,6875
2821,-34.5755419,-58.4224263,4,3,2,145,135,730000,5407.40740740741
2822,-34.568396,-58.447587,4,3,1,90,82,285000,3475.60975609756
2823,-34.563052,-58.4462053,4,3,3,171,171,1350000,7894.73684210526
2824,-34.563052,-58.4462053,4,3,3,171,171,1300000,7602.33918128655
2825,-34.5637940178,-58.4370097147,4,3,3,194,146,485000,3321.91780821918
2826,-34.5619754,-58.4611626,3,3,3,94,84,290000,3452.38095238095
2827,-34.573452,-58.4615581,4,3,2,185,185,630000,3405.4054054054
2829,-34.5897225479,-58.4062470763,7,3,2,198,191,549000,2874.34554973822
2830,-34.5972015,-58.3869514,5,3,2,270,251,490000,1952.19123505976
2831,-34.592887,-58.39696,6,3,2,160,160,495000,3093.75
2832,-34.5920268,-58.3882923,5,3,2,133,133,450000,3383.45864661654
2833,-34.5858475,-58.3942152,5,3,2,168,158,430000,2721.51898734177
2834,-34.5927684,-58.3896142,4,3,2,141,141,445000,3156.02836879433
2835,-34.5928196423,-58.3895644124,,3,,153,141,445000,3156.02836879433
2836,-34.591516,-58.389677,6,3,2,197,180,649000,3605.55555555556
2837,-34.5886273246,-58.4078778593,4,3,2,96,86,280000,3255.81395348837
2838,-34.6045409,-58.406601,4,3,3,101,101,270000,2673.26732673267
2839,-34.6281382,-58.4502816,4,3,2,85,80,320000,4000
2840,-34.6088,-58.43371,4,3,3,193,164,460000,2804.87804878049
2841,-34.6270285,-58.4438217,4,3,3,196,180,690000,3833.33333333333
2842,-34.6181745,-58.4313391,4,3,4,134,118,305000,2584.74576271186
2843,-34.614363,-58.438462,4,3,1,94,87,260000,2988.50574712644
2844,-34.6130871,-58.3813599,6,3,2,160,155,285000,1838.70967741935
2845,-34.617629,-58.3802789,4,3,2,142,86,198000,2302.32558139535
2846,-34.463991,-58.529086,5,3,2,242,165,540000,3272.72727272727
2847,-34.4824138,-58.589128,4,3,3,134,116,450000,3879.31034482759
2848,-34.589608,-58.412491,5,3,1,100,94,290000,3085.10638297872
2849,-34.5978617,-58.4019826,4,3,1,116,116,315000,2715.51724137931
2850,-34.5897578775,-58.4062256186,7,3,2,198,191,549000,2874.34554973822
2851,-34.575569,-58.4305317,4,3,2,79,75,227000,3026.66666666667
2852,-34.5980638,-58.4266206,4,3,2,68,68,205000,3014.70588235294
2853,-34.6020978,-58.4299968,4,3,1,100,100,180000,1800
2854,-34.5959775,-58.4394582,4,3,3,97,85,250000,2941.17647058824
2855,-34.601688,-58.442013,4,3,2,97,87,275000,3160.91954022989
2856,-34.5985917,-58.4354163,4,3,2,80,64,185000,2890.625
2857,-34.6063131,-58.5191205,,3,1,52,48,150000,3125
2858,-34.6104972,-58.3602957,4,3,3,214,214,1500000,7009.34579439252
2859,-34.6105801,-58.3603773,4,3,3,214,214,1550000,7242.99065420561
2860,-34.6104972,-58.3602957,4,3,3,214,214,1380000,6448.59813084112
2861,-34.5065719,-58.4784917,4,3,2,165,145,820000,5655.1724137931
2862,-34.521654,-58.485214,4,3,1,77,77,220000,2857.14285714286
2863,-34.5065719,-58.4784917,4,3,2,148,128,820000,6406.25
2864,-34.5281205,-58.473816,3,3,2,125,110,260000,2363.63636363636
2865,-34.498557,-58.486042,4,3,2,163,146,500000,3424.65753424658
2866,-34.6005144,-58.5388425,4,3,2,123,97,275000,2835.05154639175
2867,-34.609661,-58.481201,5,3,2,99,97,210000,2164.94845360825
2868,-34.599274,-58.491528,4,3,2,76,68,190000,2794.11764705882
2869,-34.6151261,-58.5000605,4,3,3,133,80,225000,2812.5
2870,-34.6117049,-58.4795344,4,3,2,172,120,285000,2375
2871,-34.6020978,-58.4299968,4,3,1,100,100,180000,1800
2872,-34.6087031,-58.4261862,4,3,2,89,78,289000,3705.12820512821
2873,-34.6009364,-58.4298191,4,3,3,101,101,250000,2475.24752475248
2874,-34.6010941,-58.4298434,4,3,3,102,94,287000,3053.1914893617
2875,-34.60257,-58.4312593,4,3,2,116,106,250000,2358.49056603774
