ogc_fid,lat,lon,rooms,bedrooms,bathrooms,surface_to,surface_co,price,pm2
54211,-34.639077,-58.522549,3,2,1,55,52,95000,1826.92307692308
54212,-34.583525,-58.4208926,3,2,1,84,84,230000,2738.09523809524
54213,-34.5855509,-58.44345,3,2,2,72,66,330000,5000
54214,-34.5867231,-58.4096229,3,2,3,76,76,499000,6565.78947368421
54215,-34.5836044,-58.4247218,3,2,2,90,81,316000,3901.23456790123
54216,-34.5925053,-58.4098124,3,2,2,80,55,230000,4181.81818181818
54217,-34.57267,-58.4401617,3,2,1,60,53,155000,2924.52830188679
54218,-34.590209,-58.4323151,3,,1,52,48,190000,3958.33333333333
54219,-34.567994,-58.436735,3,2,2,65,58,305000,5258.62068965517
54220,-34.58883,-58.431105,3,2,1,180,128,540000,4218.75
54221,-34.583362,-58.414825,3,2,1,84,62,319000,5145.16129032258
54222,-34.587221,-58.4229793,3,2,2,84,72,380000,5277.77777777778
54223,-34.590637,-58.414308,3,2,2,80,80,249000,3112.5
54224,-34.5794531,-58.407859,3,,3,129,108,111111,1028.80555555556
54225,-34.5905216,-58.4111009,3,,2,81,81,590000,7283.95061728395
54226,-34.719285,-58.302574,3,2,1,44,43,45500,1058.13953488372
54227,-34.6269695,-58.3752602,3,,1,58,58,112000,1931.03448275862
54228,-34.5594112,-58.4560792,3,,,65,58,230000,3965.51724137931
54229,-34.563005,-58.453674,3,2,1,79,66,299999,4545.43939393939
54230,-34.568825,-58.449793,3,,2,,61,270000,4426.22950819672
54231,-34.56403,-58.440797,3,2,1,81,76,178000,2342.10526315789
54232,-34.563005,-58.453674,3,2,1,79,66,335000,5075.75757575758
54233,-34.553494,-58.4525174,3,,1,54,54,130000,2407.40740740741
54234,-34.553494,-58.4525174,3,,1,54,54,130000,2407.40740740741
54235,-34.5733837,-58.4564585,3,,1,86,62,230000,3709.67741935484
54236,-34.553921,-58.449835,3,,1,98,92,456000,4956.52173913043
54237,-34.564027,-58.4389988,3,,1,69,61,320000,5245.90163934426
54238,-34.5743924,-58.4552833,3,,2,84,58,250000,4310.34482758621
54239,-34.618702,-58.399342,3,2,1,70,70,120000,1714.28571428571
54240,-34.6258699,-58.5067585,3,,1,57,54,88000,1629.62962962963
54241,-34.631778,-58.479669,3,2,1,48,47,99000,2106.3829787234
54245,-34.5942137,-58.3909382,3,2,2,96,96,270000,2812.5
54246,-34.5900124,-58.4029494,3,2,1,63,63,169000,2682.53968253968
54247,-34.592285,-58.387184,3,2,1,99,99,299000,3020.20202020202
54248,-34.598451,-58.394507,3,2,1,,71,172600,2430.98591549296
54249,-34.587645,-58.40509,3,,1,,64,225000,3515.625
54250,-34.588283,-58.396026,3,2,2,67,58,255000,4396.55172413793
54251,-34.5917397535,-58.3858551008,3,,1,123,120,385000,3208.33333333333
54252,-34.5845,-58.400359,3,2,1,90,87,269900,3102.29885057471
54253,-34.595261,-58.396049,3,2,1,141,88,258000,2931.81818181818
54254,-34.555075,-58.478682,3,2,1,48,45,135000,3000
54255,-34.555752,-58.477485,3,2,1,65,51,220000,4313.72549019608
54256,-34.5997227,-58.4033186,3,2,,80,80,158000,1975
54257,-34.611529,-58.412985,3,2,1,68,62,135000,2177.41935483871
54258,-34.610348,-58.398878,3,2,1,63,63,115000,1825.39682539683
54259,-34.612578,-58.412677,3,2,1,62,62,175000,2822.58064516129
54260,-34.606073,-58.405725,3,2,1,115,72,167000,2319.44444444444
54261,-34.6086838,-58.446417,3,2,1,53,53,130000,2452.83018867925
54262,-34.6071778,-58.4307148,3,2,1,67,64,145000,2265.625
54263,-34.616165,-58.4373757,3,2,1,53,48,125000,2604.16666666667
54264,-34.6218433,-58.4438708,3,,1,55,55,132000,2400
54265,-34.62818,-58.429483,3,,2,,64,272000,4250
54266,-34.618357,-58.438066,3,,1,,60,175000,2916.66666666667
54267,-34.62818,-58.429483,3,,2,,64,265000,4140.625
54268,-34.62818,-58.429483,3,,2,,64,268000,4187.5
54269,-34.62818,-58.429483,3,,2,,64,265000,4140.625
54270,-34.612208,-58.438474,3,,1,,71,175000,2464.78873239437
54271,-34.616062,-58.443901,3,2,2,80,75,265000,3533.33333333333
54272,-34.66074,-58.503876,3,2,1,70,65,125000,1923.07692307692
54273,-34.615504,-58.384796,3,,2,,110,290000,2636.36363636364
54274,-34.6269695,-58.3752602,3,,1,58,58,112000,1931.03448275862
54275,-34.683441,-58.385063,3,2,1,54,53,75000,1415.09433962264
54276,-34.659688,-58.36915,3,2,1,76,77,105000,1363.63636363636
54277,-34.569715,-58.446875,3,2,1,199,55,320000,5818.18181818182
54278,-34.5733837,-58.4564585,3,,1,86,62,230000,3709.67741935484
54279,-34.6790936,-58.5630334,3,2,1,54,54,150000,2777.77777777778
54280,-34.6447395,-58.565878,3,2,1,83,70,280000,4000
54281,-34.5277715,-58.5564849,3,,1,80,80,126000,1575
54282,-34.4717104,-58.5212414,3,,1,65,63,185000,2936.50793650794
54283,-34.620259,-58.516996,3,2,1,15,78,198500,2544.87179487179
54284,-34.482937,-58.595529,3,2,2,63,51,289000,5666.66666666667
54285,-34.434883,-58.564124,3,2,1,69,67,124000,1850.74626865672
54286,-34.597769,-58.42644,3,,2,,72,292800,4066.66666666667
54287,-34.597769,-58.42644,3,,2,,64,226000,3531.25
54288,-34.609237,-58.502897,3,2,2,73,65,169900,2613.84615384615
54289,-34.609237,-58.502897,3,2,2,73,65,169900,2613.84615384615
54290,-34.609237,-58.502897,3,2,2,73,65,189900,2921.53846153846
54291,-34.684532,-58.468006,3,2,1,50,50,60000,1200
54292,-34.6105801,-58.3603773,3,,3,188,188,1375000,7313.82978723404
54293,-34.619101,-58.404334,3,2,1,64,60,170000,2833.33333333333
54294,-34.622774,-58.404862,3,2,1,55,51,129000,2529.41176470588
54295,-34.620629,-58.396408,3,2,1,57,47,120000,2553.1914893617
54296,-34.620629,-58.396408,3,2,1,57,47,125000,2659.57446808511
54297,-34.6225406,-58.4084786,3,,2,62,57,188687,3310.29824561404
54298,-34.6225406,-58.4084786,3,,2,62,57,187618,3291.54385964912
54299,-34.6225406,-58.4084786,3,,2,69,66,209000,3166.66666666667
54300,-34.580438,-58.4908758,3,2,2,65,60,210000,3500
54301,-34.581451,-58.473709,3,2,1,57,57,139900,2454.38596491228
54302,-34.578678,-58.490795,3,2,1,62,58,230000,3965.51724137931
54303,-34.570366,-58.476125,3,2,2,120,70,359000,5128.57142857143
54304,-34.563403,-58.489063,3,2,1,70,66,139000,2106.06060606061
54305,-34.570087,-58.481965,3,2,1,70,57,155000,2719.29824561404
54306,-34.5333004,-58.4683799,3,2,2,84,82,490000,5975.60975609756
54307,-34.5208092,-58.4769997,3,,2,80,73,370000,5068.49315068493
54308,-34.5177322,-58.4731408,3,,2,97,94,540000,5744.68085106383
54309,-34.5045553,-58.4938595,3,,1,55,51,205000,4019.60784313725
54310,-34.5246334,-58.4852398,3,,2,88,77,193000,2506.49350649351
54311,-34.523683,-58.471758,3,2,1,57,51,135000,2647.05882352941
54312,-34.519931,-58.474285,3,,3,,84,449629,5352.72619047619
54313,-34.518278,-58.475038,3,,5,,195,1285000,6589.74358974359
54314,-34.519672,-58.473263,3,,3,,77,357617,4644.37662337662
54315,-34.519931,-58.474285,3,,3,,83,355746,4286.09638554217
54316,-34.518278,-58.475038,3,,3,,201,1489000,7407.96019900498
54317,-34.519672,-58.473263,3,,3,,83,379965,4577.89156626506
54318,-34.519931,-58.474285,3,,3,,83,358446,4318.6265060241
54319,-34.519931,-58.474285,3,,3,,84,469851,5593.46428571429
54320,-34.518278,-58.475038,3,,4,,121,670000,5537.19008264463
54321,-34.519672,-58.473263,3,,3,,77,357617,4644.37662337662
54322,-34.519672,-58.473263,3,,3,,82,369750,4509.14634146341
54323,-34.519672,-58.473263,3,,3,,77,347562,4513.79220779221
54324,-34.519672,-58.473263,3,,3,,82,391142,4770.0243902439
54325,-34.518278,-58.475038,3,,4,,121,685000,5661.15702479339
54326,-34.519672,-58.473263,3,,3,,83,369282,4449.18072289157
54327,-34.519672,-58.473263,3,,3,,77,367672,4774.96103896104
54328,-34.519931,-58.474285,3,,3,,83,358446,4318.6265060241
54329,-34.519672,-58.473263,3,,3,,82,380446,4639.58536585366
54330,-34.519672,-58.473263,3,,3,,77,367672,4774.96103896104
54331,-34.519931,-58.474285,3,,3,,83,349146,4206.57831325301
54332,-34.519931,-58.474285,3,,3,,83,381157,4592.25301204819
54333,-34.519931,-58.474285,3,,3,,84,409171,4871.08333333333
54334,-34.519672,-58.473263,3,,3,,82,369750,4509.14634146341
54335,-34.518278,-58.475038,3,,5,,195,1285000,6589.74358974359
54336,-34.519672,-58.473263,3,,3,,82,380446,4639.58536585366
54337,-34.519672,-58.473263,3,,3,,83,369282,4449.18072289157
54338,-34.519672,-58.473263,3,,3,,82,391142,4770.0243902439
54339,-34.518278,-58.475038,3,,3,,201,1489000,7407.96019900498
54340,-34.519672,-58.473263,3,,3,,83,379965,4577.89156626506
54341,-34.519931,-58.474285,3,,3,,83,353146,4254.77108433735
54342,-34.519931,-58.474285,3,,3,,84,469851,5593.46428571429
54343,-34.519931,-58.474285,3,,3,,84,443818,5283.54761904762
54344,-34.519672,-58.473263,3,,3,,83,390647,4706.59036144578
54345,-34.519672,-58.473263,3,,3,,83,390647,4706.59036144578
54346,-34.519931,-58.474285,3,,3,,83,355746,4286.09638554217
54347,-34.519931,-58.474285,3,,3,,84,409171,4871.08333333333
54348,-34.519931,-58.474285,3,,3,,84,449629,5352.72619047619
54349,-34.519931,-58.474285,3,,3,,84,428713,5103.72619047619
54350,-34.519931,-58.474285,3,,3,,83,353146,4254.77108433735
54351,-34.533998,-58.468768,3,,2,,69,350000,5072.46376811594
54352,-34.519931,-58.474285,3,,3,,84,443818,5283.54761904762
54353,-34.519931,-58.474285,3,,3,,84,428713,5103.72619047619
54354,-34.519931,-58.474285,3,,3,,83,381157,4592.25301204819
54355,-34.519672,-58.473263,3,,3,,77,347562,4513.79220779221
54356,-34.518278,-58.475038,3,,3,,107,569000,5317.75700934579
54357,-34.519931,-58.474285,3,,3,,83,349146,4206.57831325301
54358,-34.49888,-58.488624,3,2,2,100,96,348000,3625
54359,-34.5244293282,-58.4844800693,3,,1,106,92,265625,2887.22826086957
54360,-34.7448987798,-58.3949847328,3,,1,57,54,149000,2759.25925925926
54361,-34.610022,-58.5652413,3,2,1,80,55,79000,1436.36363636364
54362,-34.614211,-58.542936,3,2,2,63,60,74000,1233.33333333333
54363,-34.587502,-58.585183,3,2,1,177,88,110000,1250
54364,-34.6056347,-58.5683679,3,,1,58,55,120000,2181.81818181818
54365,-34.5999853,-58.5434219,3,,,56,56,115000,2053.57142857143
54366,-34.634644,-58.49263,3,2,2,60,52,98000,1884.61538461538
54367,-34.634435,-58.4329,3,2,1,58,52,120000,2307.69230769231
54368,-34.63631,-58.443442,3,,1,,39,120000,3076.92307692308
54369,-34.6330239,-58.4001714,3,,2,70,62,178000,2870.96774193548
54370,-34.599252,-58.485485,3,2,1,75,73,223900,3067.12328767123
54371,-34.599252,-58.485485,3,2,1,75,73,194000,2657.53424657534
54372,-34.599252,-58.485485,3,2,1,75,73,217500,2979.45205479452
54373,-34.599252,-58.485485,3,2,1,75,73,207900,2847.94520547945
54374,-34.599252,-58.485485,3,2,1,75,73,198000,2712.32876712329
54375,-34.599252,-58.485485,3,2,1,75,73,211000,2890.41095890411
54376,-34.599252,-58.485485,3,2,1,75,73,202500,2773.97260273973
54377,-34.598334,-58.48235,3,2,1,64,62,134000,2161.29032258065
54378,-34.582387,-58.497956,3,2,1,52,48,132000,2750
54379,-34.493765,-58.670828,3,2,1,95,70,50000,714.285714285714
54380,-34.6085322,-58.4644496,3,,1,71,58,165000,2844.8275862069
54381,-34.6554174,-58.7132893,4,,1,85,85,55000,647.058823529412
54382,-34.4251796,-58.5927394,4,,2,87,87,217000,2494.25287356322
54383,-34.624667,-58.464124,4,3,1,132,122,240000,1967.2131147541
54384,-34.632769,-58.4611763,4,,2,150,130,495000,3807.69230769231
54385,-34.637665,-58.790516,4,3,2,96,96,94000,979.166666666667
54386,-34.544897,-58.473037,4,,3,,113,441000,3902.65486725664
54387,-34.544897,-58.473037,4,,2,,99,405000,4090.90909090909
54388,-34.5502619,-58.4643807,4,,2,85,78,240000,3076.92307692308
54389,-34.591799,-58.379384,4,3,1,163,100,380000,3800
54390,-34.5832712,-58.405238,4,3,3,141,116,449000,3870.68965517241
54391,-34.5832712,-58.405238,4,3,3,141,116,449000,3870.68965517241
54392,-34.5687845,-58.4325134,4,3,4,155,145,930000,6413.79310344828
54393,-34.580988,-58.423262,4,2,2,85,80,239000,2987.5
54394,-34.56963,-58.439412,4,3,2,150,134,560000,4179.10447761194
54395,-34.596024,-58.423006,4,3,1,84,80,250000,3125
54396,-34.5800865,-58.4416648,4,,2,86,86,259000,3011.62790697674
54397,-34.640841,-58.374041,4,,,142,106,299000,2820.75471698113
54398,-34.5616263,-58.4694968,4,3,2,150,130,495000,3807.69230769231
54399,-34.5626138,-58.4634188,4,,2,110,103,371000,3601.94174757282
54400,-34.556162,-58.447136,4,3,2,159,140,445000,3178.57142857143
54401,-34.555187,-58.459008,4,3,1,80,81,248000,3061.72839506173
54402,-34.5626397,-58.4631209,4,,3,,143,610000,4265.73426573427
54403,-34.558804,-58.457562,4,3,2,155,155,352000,2270.96774193548
54404,-34.569872,-58.435931,4,3,1,79,69,220000,3188.40579710145
54405,-34.564222,-58.462724,4,3,2,110,94,440000,4680.85106382979
54406,-34.608208,-58.39899,4,3,2,135,135,216000,1600
54407,-34.5987867,-58.3941425,4,,2,109,100,277000,2770
54408,-34.5951421,-58.3908112,4,,1,79,79,300000,3797.46835443038
54409,-34.5889412,-58.4002496,4,,2,170,170,830000,4882.35294117647
54410,-34.594675,-58.3883,4,3,3,137,126,620000,4920.63492063492
54411,-34.59386,-58.400755,4,3,3,175,85,339000,3988.23529411765
54412,-34.5502104,-58.4857753,4,3,2,86,80,205000,2562.5
54413,-34.551066,-58.489434,4,,2,,74,225000,3040.54054054054
54414,-34.605455,-58.40552,4,3,1,163,132,190000,1439.39393939394
54415,-34.601044,-58.408127,4,3,3,183,156,340000,2179.48717948718
54416,-34.614091,-58.45976,4,3,2,110,82,250000,3048.78048780488
54417,-34.6258556,-58.469883,4,,4,240,240,930000,3875
54418,-34.6446892,-58.4969696,4,3,2,95,90,180000,2000
54419,-34.6392043,-58.5043142,4,,1,,68,135000,1985.29411764706
54420,-34.597377,-58.388325,4,4,2,105,100,280000,2800
54421,-34.5859327,-58.4040178,4,,3,150,130,830000,6384.61538461538
54422,-34.596326,-58.409799,4,3,2,109,100,375000,3750
54423,-34.596326,-58.409799,4,3,2,11,125,476000,3808
54424,-34.596028,-58.38125,4,,2,,95,280000,2947.36842105263
54425,-34.589634,-58.409723,4,3,3,128,100,325000,3250
54426,-34.596326,-58.409799,4,3,2,148,125,446000,3568
54427,-34.4610852,-58.5594658,4,,1,,65,64000,984.615384615385
54428,-34.6041046,-58.4374601,4,3,2,85,74,180000,2432.43243243243
54429,-34.6017556,-58.4360366,4,3,3,95,89,210000,2359.55056179775
54430,-34.599652,-58.514301,4,3,3,121,112,405000,3616.07142857143
54431,-34.5246334,-58.4852398,4,,2,88,77,193000,2506.49350649351
54432,-34.519931,-58.474285,4,,5,,128,621020,4851.71875
54433,-34.519931,-58.474285,4,,5,,128,621020,4851.71875
54434,-34.519931,-58.474285,4,,5,,128,501834,3920.578125
54435,-34.518278,-58.475038,4,,5,,236,1430900,6063.13559322034
54436,-34.519931,-58.474285,4,,5,,128,586001,4578.1328125
54437,-34.519931,-58.474285,4,,5,,128,507834,3967.453125
54438,-34.519931,-58.474285,4,,5,,128,532834,4162.765625
54439,-34.519931,-58.474285,4,,5,,128,687173,5368.5390625
54440,-34.519931,-58.474285,4,,5,,128,512834,4006.515625
54441,-34.519931,-58.474285,4,,5,,128,631020,4929.84375
54442,-34.519931,-58.474285,4,,5,,128,596001,4656.2578125
54443,-34.519931,-58.474285,4,,5,,128,596001,4656.2578125
54444,-34.519931,-58.474285,4,,5,,128,687173,5368.5390625
54445,-34.518278,-58.475038,4,,5,,236,1443500,6116.52542372881
54446,-34.519931,-58.474285,4,,5,,128,631020,4929.84375
54447,-34.519931,-58.474285,4,,5,,128,614001,4796.8828125
54448,-34.519931,-58.474285,4,,5,,128,586001,4578.1328125
54449,-34.519931,-58.474285,4,,5,,128,522834,4084.640625
54450,-34.518278,-58.475038,4,,5,,236,1405700,5956.35593220339
54451,-34.519931,-58.474285,4,,5,,128,614001,4796.8828125
54452,-34.526426,-58.493954,4,3,1,64,61,163000,2672.13114754098
54453,-34.5978079,-58.5331205,4,3,1,101,85,182000,2141.17647058824
54454,-34.608257,-58.530934,4,3,1,88,82,110000,1341.46341463415
54455,-34.8714215,-58.4865742,4,,2,,100,51000,510
54456,-34.5431546,-58.5672835,4,,3,180,180,348000,1933.33333333333
54457,-34.590204,-58.379736,5,4,5,262,252,740000,2936.50793650794
54458,-34.5943314,-58.4286055,5,,2,120,100,330000,3300
54459,-34.5809736,-58.4042388,5,,2,222,197,950000,4822.33502538071
54460,-34.565104,-58.46583,5,3,2,100,88,298000,3386.36363636364
54462,-34.5908795827,-58.3909102051,5,,4,200,200,600000,3000
54463,-34.62592,-58.447491,5,3,2,115,104,400000,3846.15384615385
54464,-34.612169,-58.436719,5,4,3,155,145,329000,2268.96551724138
54465,-34.637676,-58.496546,5,4,3,117,104,220000,2115.38461538462
54466,-34.59249,-58.405906,5,,3,,188,495000,2632.97872340426
54467,-34.519931,-58.474285,5,,6,,232,962141,4147.15948275862
54468,-34.519931,-58.474285,5,,6,,232,952141,4104.05603448276
54469,-34.519931,-58.474285,5,,6,,232,973141,4194.57327586207
54470,-34.519931,-58.474285,5,,6,,232,985141,4246.2974137931
54471,-34.519931,-58.474285,5,,6,,232,1015141,4375.60775862069
54472,-34.519931,-58.474285,5,,6,,232,902141,3888.53879310345
54473,-34.519931,-58.474285,5,,6,,232,1043141,4496.2974137931
54474,-34.519931,-58.474285,5,,6,,232,932141,4017.84913793103
54475,-34.519931,-58.474285,5,,6,,232,1000141,4310.9525862069
54476,-34.55844,-58.457167,6,3,2,133,126,350000,2777.77777777778
54477,-34.5744684,-58.4630136,6,,3,209,186,600000,3225.8064516129
54478,-34.5943633,-58.4010459,6,5,4,260,260,705000,2711.53846153846
54479,-34.611768,-58.384733,6,5,2,288,288,285000,989.583333333333
54480,-34.600539,-58.386455,10,9,3,195,187,295000,1577.54010695187
54481,-34.6336837,-58.3616316,2,,1,55,35,65000,1857.14285714286
54482,-34.638015,-58.3626905,2,,1,69,69,80000,1159.42028985507
54483,-34.6262405,-58.3665233,3,,1,51,46,85000,1847.82608695652
54484,-34.6310401,-58.3586785,3,,1,59,59,88000,1491.52542372881
54485,-34.631955,-58.3630455,1,,1,31,31,49000,1580.64516129032
54486,-34.6356711,-58.3588927,3,,1,53,53,80000,1509.43396226415
54487,-34.6361517,-58.3632342,4,,1,65,62,100000,1612.90322580645
54488,-34.6345833,-58.361177,4,,1,136,90,105000,1166.66666666667
54489,-34.6298453,-58.3684055,3,,1,56,53,95000,1792.45283018868
54490,-34.631955,-58.3630455,1,,1,31,31,47000,1516.12903225806
54491,-34.6321144,-58.3629596,3,,1,69,63,90000,1428.57142857143
54492,-34.638824,-58.3589784,2,,1,42,42,57500,1369.04761904762
54493,-34.6333461,-58.3600903,4,,1,76,73,120000,1643.83561643836
54494,-34.6046324,-58.3994837,2,,1,35,35,110000,3142.85714285714
54495,-34.6024026,-58.4051262,3,,1,63,63,120000,1904.7619047619
54496,-34.6242869,-58.4149199,,,1,55,49,115000,2346.9387755102
54497,-34.6307536,-58.4261344,2,,1,42,38,90000,2368.42105263158
54498,-34.6283103,-58.4256623,3,,1,52,52,122000,2346.15384615385
54499,-34.4672058,-58.8589636,8,,,,220,270000,1227.27272727273
54500,-34.451476,-58.908738,1,,1,46,35,63300,1808.57142857143
54501,-34.43898773,-58.76479721,1,,1,101,46,69900,1519.5652173913
54502,-34.4321597,-58.5859627,4,,3,105,100,255000,2550
54503,-34.4370599,-58.584226,2,,1,54,46,126000,2739.13043478261
54504,-34.4370599,-58.584226,2,,1,54,46,126000,2739.13043478261
54505,-34.3942692,-58.6494187,3,,3,,84,335000,3988.09523809524
54506,-34.4303225,-58.5775132,2,,1,45,45,125000,2777.77777777778
54507,-34.4032718,-58.6540596,3,,2,110,94,350000,3723.40425531915
54508,-34.4234739,-58.574808,2,,1,57,48,136000,2833.33333333333
54509,-34.6038897,-58.4109982,1,,1,27,27,90000,3333.33333333333
54510,-34.6300064,-58.4623075,4,,,119,114,179000,1570.17543859649
54511,-34.626154,-58.4702478,4,,4,140,140,350000,2500
54512,-34.6211633,-58.4587797,3,,1,94,50,225000,4500
54513,-34.63228226,-58.46304321,3,,2,155,80,245000,3062.5
54514,-34.645959,-58.779295,1,,1,36,32,42000,1312.5
54515,-34.6536573,-58.640555,2,,1,60,50,105000,2100
54516,-34.650826,-58.628539,1,,1,30,30,60000,2000
54517,-34.6538097,-58.6156915,2,,2,45,45,85000,1888.88888888889
54518,-34.650826,-58.628539,3,,2,75,75,130000,1733.33333333333
54519,-34.6334502,-58.5829845,2,,1,,35,78000,2228.57142857143
54520,-34.6579711,-58.6154994,1,,1,30,30,65000,2166.66666666667
54521,-34.5537320868,-58.4592859683,2,,1,58,50,240000,4800
54522,-34.5444894,-58.4614991,3,,2,150,105,395000,3761.90476190476
54523,-34.5444894,-58.4614991,4,,2,150,105,395000,3761.90476190476
54524,-34.6011922761,-58.4315669693,3,,1,61,61,153000,2508.19672131148
54525,-34.610756,-58.41392,1,,1,37,37,90000,2432.43243243243
54526,-34.5660197,-58.4336528,4,,2,145,65,329000,5061.53846153846
54527,-34.5886347,-58.421907,4,,1,73,73,195000,2671.23287671233
54528,-34.5763081233,-58.4062597085,5,,3,300,280,1300000,4642.85714285714
54529,-34.5905250314,-58.4089671865,3,,1,78,74,199000,2689.18918918919
54530,-34.5683196,-58.4307439,5,,3,300,200,1350000,6750
54531,-34.5802207,-58.4416891,2,,1,54,46,205500,4467.39130434783
54532,-34.5806941,-58.4257093,4,,2,100,93,240000,2580.64516129032
54533,-34.5835156,-58.4134787,3,,1,,89,260000,2921.34831460674
54534,-34.5728758,-58.4315815,2,,1,55,45,198000,4400
54535,-34.5796073,-58.4333205,,,1,46,44,165000,3750
54536,-34.5879626,-58.4182052,2,,1,34,32,110000,3437.5
54537,-34.5777218,-58.4029127,2,,,90,90,650000,7222.22222222222
54538,-34.6315285677,-58.3762839442,3,,1,53,53,80000,1509.43396226415
54539,-34.6510731,-58.3846603,3,,1,169,73,150000,2054.79452054795
54540,-34.6342616799,-58.3700992915,2,,1,82,35,82000,2342.85714285714
54541,-34.632895,-58.3703427,2,,1,82,48,200000,4166.66666666667
54542,-34.6281251,-58.3714431,1,,1,31,31,70000,2258.06451612903
54543,-34.6510731,-58.3846603,3,,1,193,83,170000,2048.19277108434
54544,-34.6510731,-58.3846603,2,,1,86,39,85000,2179.48717948718
54545,-34.5571603,-58.4506988,4,,1,61,59,200000,3389.83050847458
54546,-34.5681645,-58.4757088,2,,1,36,36,100000,2777.77777777778
54547,-34.5680374,-58.430603,2,,1,40,40,135000,3375
54548,-34.5709955,-58.4758906,3,,2,88,74,320000,4324.32432432432
54549,-34.55603409,-58.46108246,2,,1,80,75,295000,3933.33333333333
54550,-34.5695196,-58.4474686,4,,2,105,100,375000,3750
54551,-34.5654777,-58.4409134,4,,1,76,74,210000,2837.83783783784
54552,-34.559532,-58.4570788,3,,1,73,65,258000,3969.23076923077
54553,-34.5535049,-58.4566519,3,,1,132,114,390000,3421.05263157895
54554,-34.5672359,-58.4582226,,,2,165,153,480000,3137.25490196078
54555,-34.5683196,-58.4307439,5,,3,300,200,1350000,6750
54556,-34.611065,-58.401493,1,,1,29,29,59000,2034.48275862069
54557,-34.637962,-58.488194,1,,1,32,36,69500,1930.55555555556
54558,-34.637962,-58.488194,1,,1,41,41,74900,1826.82926829268
54559,-34.6284303,-58.4894206,3,,1,58,58,105000,1810.34482758621
54560,-34.6282465,-58.4844109,3,,1,174,88,159000,1806.81818181818
54567,-34.5845386,-58.4001942,3,,2,90,85,245000,2882.35294117647
54568,-34.5861024664,-58.387446896,4,,2,178,174,560000,3218.3908045977
54569,-34.5855565,-58.4035027,1,,1,45,36,79000,2194.44444444444
54570,-34.5924903,-58.4080803,1,,1,28,28,78000,2785.71428571429
54571,-34.587557,-58.407633,1,,1,37,28,128000,4571.42857142857
54572,-34.5468669,-58.4795773,1,,1,39,39,112000,2871.79487179487
54573,-34.6007122,-58.4092282,3,,1,96,86,180000,2093.02325581395
54574,-34.611065,-58.401493,1,,,29,29,59000,2034.48275862069
54575,-34.6148489,-58.4055699,5,,2,171,151,347000,2298.01324503311
54576,-34.6024026,-58.4051262,3,,1,63,63,120000,1904.7619047619
54577,-34.6197730711,-58.4371744208,,,1,47,45,98000,2177.77777777778
54578,-34.6179438,-58.4388745,3,,1,72,61,182000,2983.60655737705
54579,-34.6179438,-58.4388745,3,,1,72,61,182000,2983.60655737705
54580,-34.6147632,-58.4633085,1,,1,36,33,92000,2787.87878787879
54581,-34.6307155,-58.4519327,2,,1,50,45,137000,3044.44444444444
54582,-34.6113701,-58.4474838,1,,1,32,30,88000,2933.33333333333
54583,-34.6159832,-58.4391503,4,,2,82,82,200000,2439.0243902439
54584,-34.5941408,-58.4446695,3,,1,75,70,173000,2471.42857142857
54585,-34.6212612,-58.3816458,1,,1,36,33,76000,2303.0303030303
54586,-34.6194831,-58.381707,2,,1,60,55,98000,1781.81818181818
54587,-34.6262006,-58.3764138,,,2,148,98,230000,2346.9387755102
54588,-34.6129676,-58.3762328,3,,1,111,111,230000,2072.07207207207
54589,-34.6212612,-58.3816458,1,,1,36,33,76000,2303.0303030303
54590,-34.6215278,-58.3685686,2,,1,35,35,75000,2142.85714285714
54591,-34.6249699613,-58.3782319632,1,,1,30,28,80000,2857.14285714286
54592,-34.59540176,-58.49790192,1,,1,40,40,102000,2550
54593,-34.5768069,-58.44862,2,,1,35,35,102000,2914.28571428571
54594,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54595,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54596,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54597,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54598,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54599,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54600,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54601,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54602,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54603,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54604,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54605,-34.6558853,-58.6707523,2,,1,50,50,130000,2600
54606,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54607,-34.6558156,-58.6641855,3,,2,79,79,195000,2468.35443037975
54608,-34.6540634,-58.661787,1,,1,33,33,77000,2333.33333333333
54609,-34.6558156,-58.6641855,2,,1,45,50,110000,2200
54610,-34.64627075,-58.56071472,2,,1,,58,140000,2413.79310344828
54611,-34.5435541,-58.7055906,1,,1,33,33,75000,2272.72727272727
54612,-34.6046156,-58.4053954,3,,2,80,80,169000,2112.5
54613,-34.582386,-58.408083,1,,1,47,43,199999,4651.13953488372
54614,-34.5927765,-58.3811397,4,,2,165,145,500000,3448.27586206897
54615,-34.5959761664,-58.402351176,3,,1,70,66,199000,3015.15151515152
54616,-34.5963684,-58.398667,1,,1,33,33,91500,2772.72727272727
